0,Emotion,Confidence,Room,Device
4/17/2025 18:34:18,Neutral,26.77,Entrance,
4/17/2025 18:34:26,Sad,26.31,Entrance,
4/17/2025 18:34:30,Neutral,26.37,Entrance,
4/17/2025 18:34:38,Sad,26.31,Entrance,
4/17/2025 18:34:46,Neutral,26.34,Entrance,
4/17/2025 18:35:07,Sad,26.14,Entrance,
4/17/2025 18:35:10,Neutral,26.55,Entrance,
4/17/2025 18:35:49,Sad,26.21,Entrance,
4/17/2025 18:35:53,Neutral,26.34,Entrance,
4/17/2025 18:36:05,Sad,26.38,Entrance,
4/17/2025 18:36:09,Neutral,26.79,Entrance,
4/17/2025 18:36:25,Sad,26.29,Entrance,
4/17/2025 18:36:29,Neutral,27.05,Entrance,
4/17/2025 18:36:33,Sad,26.34,Entrance,
4/17/2025 18:36:41,Neutral,26.84,Entrance,
4/17/2025 18:36:49,Sad,26.35,Entrance,
4/17/2025 18:36:57,Neutral,26.38,Entrance,
4/17/2025 18:37:02,Sad,26.46,Entrance,
4/17/2025 18:37:13,Neutral,26.85,Entrance,
4/17/2025 18:37:33,Sad,26.25,Entrance,
4/17/2025 18:37:38,Neutral,26.31,Entrance,
4/17/2025 18:38:05,Sad,26.3,Entrance,
4/17/2025 18:38:13,Neutral,26.28,Entrance,
4/17/2025 18:38:25,Sad,26.01,Entrance,
4/17/2025 18:38:29,Neutral,26.18,Entrance,
4/17/2025 18:38:33,Sad,26.13,Entrance,
4/17/2025 18:38:37,Neutral,25.99,Entrance,
4/17/2025 18:38:41,Sad,25.96,Entrance,
4/17/2025 18:38:45,Neutral,26.28,Entrance,
4/17/2025 18:38:57,Sad,26.06,Entrance,
4/17/2025 18:39:01,Neutral,26.03,Entrance,
4/17/2025 18:39:05,Sad,25.91,Entrance,
4/17/2025 18:39:13,Neutral,25.94,Entrance,
4/17/2025 18:39:44,Sad,25.94,Entrance,
4/17/2025 18:39:56,Neutral,25.91,Entrance,
4/17/2025 18:40:16,Sad,25.84,Entrance,
4/17/2025 18:40:20,Neutral,26.41,Entrance,
4/17/2025 18:40:29,Surprise,26.15,Entrance,
4/17/2025 18:40:32,Neutral,26.17,Entrance,
4/17/2025 18:40:44,Sad,25.64,Entrance,
4/17/2025 18:40:52,Neutral,26.26,Entrance,
4/17/2025 18:41:00,Sad,26.03,Entrance,
4/17/2025 18:41:04,Neutral,26.52,Entrance,
4/17/2025 18:41:08,Surprise,26.15,Entrance,
4/17/2025 18:41:12,Sad,25.94,Entrance,
4/17/2025 18:41:32,Neutral,26.22,Entrance,
4/17/2025 18:41:41,Sad,26.08,Entrance,
4/17/2025 18:41:44,Neutral,26.69,Entrance,
4/17/2025 18:41:52,Sad,25.94,Entrance,
4/17/2025 18:42:00,Neutral,26.71,Entrance,
4/17/2025 18:42:04,Sad,25.97,Entrance,
4/17/2025 18:42:08,Neutral,26.73,Entrance,
4/17/2025 18:42:12,Sad,26.13,Entrance,
4/17/2025 18:42:16,Neutral,27.21,Entrance,
4/17/2025 18:42:28,Sad,26.09,Entrance,
4/17/2025 18:42:32,Neutral,26.85,Entrance,
4/17/2025 18:42:36,Sad,26.11,Entrance,
4/17/2025 18:42:45,Neutral,27.2,Entrance,
4/17/2025 18:42:49,Sad,25.84,Entrance,
4/17/2025 18:42:52,Neutral,27.04,Entrance,
4/17/2025 18:43:00,Sad,26.12,Entrance,
4/17/2025 18:43:04,Neutral,27.03,Entrance,
4/17/2025 18:43:08,Sad,25.86,Entrance,
4/17/2025 18:43:20,Neutral,27.01,Entrance,
4/17/2025 18:43:24,Sad,25.93,Entrance,
4/17/2025 18:43:28,Neutral,26.88,Entrance,
4/17/2025 18:43:33,Sad,26.04,Entrance,
4/17/2025 18:43:36,Neutral,26.88,Entrance,
4/17/2025 18:43:40,Sad,26.04,Entrance,
4/17/2025 18:43:48,Neutral,27.09,Entrance,
4/17/2025 18:43:52,Sad,25.82,Entrance,
4/17/2025 18:43:56,Neutral,26.98,Entrance,
4/17/2025 18:44:00,Sad,25.88,Entrance,
4/17/2025 18:44:04,Neutral,27.11,Entrance,
4/17/2025 18:44:13,Sad,25.81,Entrance,
4/17/2025 18:44:16,Neutral,26.95,Entrance,
4/17/2025 18:44:20,Sad,26.01,Entrance,
4/17/2025 18:45:08,Neutral,25.71,Entrance,
4/17/2025 18:45:12,Sad,25.68,Entrance,
4/17/2025 18:45:32,Neutral,26.12,Entrance,
4/17/2025 18:45:40,Sad,25.56,Entrance,
4/17/2025 18:46:08,Neutral,25.59,Entrance,
4/17/2025 18:46:12,Surprise,25.86,Entrance,
4/17/2025 18:46:16,Neutral,25.91,Entrance,
4/17/2025 18:46:20,Sad,25.76,Entrance,
4/17/2025 18:46:28,Neutral,25.66,Entrance,
4/17/2025 18:46:37,Sad,25.74,Entrance,
4/17/2025 18:46:44,Neutral,25.64,Entrance,
4/17/2025 18:46:52,Sad,25.59,Entrance,
4/17/2025 18:46:56,Neutral,25.85,Entrance,
4/17/2025 18:55:33,Surprise,36.82,Entrance,
4/17/2025 18:56:04,Neutral,27.74,Entrance,
4/17/2025 20:14:45,Sad,32.47,Entrance,
4/17/2025 21:25:40,Surprise,27.87,Entrance,
4/17/2025 21:25:52,Sad,30.64,Entrance,
4/17/2025 21:31:06,Neutral,30.79,Entrance,
4/17/2025 21:32:10,Sad,25.87,Entrance,
4/17/2025 21:33:46,Neutral,25.01,Entrance,
4/17/2025 21:34:01,Sad,25.39,Entrance,
4/17/2025 21:37:05,Neutral,25.03,Entrance,
4/17/2025 21:37:45,Sad,25.56,Entrance,
4/17/2025 21:37:53,Angry,25.14,Entrance,
4/17/2025 21:37:56,Sad,26.9,Entrance,
4/17/2025 21:38:37,Neutral,25.14,Entrance,
4/17/2025 21:38:49,Sad,25.54,Entrance,
4/17/2025 21:42:15,Happy,30.25,Entrance,
4/17/2025 21:42:26,Sad,25.47,Entrance,
4/17/2025 21:44:23,Happy,25.33,Entrance,
4/17/2025 21:44:27,Sad,30.55,Entrance,
4/17/2025 21:48:43,Neutral,29.81,Entrance,
4/17/2025 21:48:50,Sad,27.75,Entrance,
4/17/2025 21:53:02,Neutral,27.72,Entrance,
4/17/2025 21:53:10,Sad,31.17,Entrance,
4/22/2025 13:15:12,Neutral,0,Entrance,
4/22/2025 13:16:16,Sad,29.97,Entrance,
4/22/2025 13:31:21,Neutral,0,Entrance,
4/22/2025 13:32:18,Sad,29.97,Entrance,
4/22/2025 15:48:29,Fear,58.09,Entrance,
4/22/2025 15:48:37,Sad,30,Entrance,
4/22/2025 15:49:30,Fear,74.43,Entrance,
4/22/2025 15:50:11,Sad,29.99,Entrance,
4/23/2025 19:50:51,Sad,29.23,Entrance,
4/23/2025 19:50:53,Neutral,29.23,Entrance,
4/23/2025 19:51:07,Fear,30.15,Entrance,
4/23/2025 19:51:08,Sad,30.66,Entrance,
4/23/2025 19:51:12,Fear,31.84,Entrance,
4/23/2025 20:00:35,Sad,29.64,Entrance,
4/25/2025 17:09:13,Neutral,24.34,Entrance,
4/25/2025 17:09:15,Happy,26.3,Entrance,
4/25/2025 17:09:16,Neutral,34.9,Entrance,
4/25/2025 17:09:18,Sad,31.51,Entrance,
4/25/2025 17:09:19,Surprise,29.31,Entrance,
4/25/2025 17:09:30,Happy,27.78,Entrance,
4/25/2025 17:09:34,Sad,25.87,Gallery 1,
4/25/2025 17:09:35,Surprise,25.36,Gallery 1,
4/25/2025 17:09:40,Happy,35.4,Gallery 1,
4/25/2025 17:30:41,Happy,29.45,Entrance,
4/25/2025 17:30:45,Angry,25.73,Entrance,
4/25/2025 17:30:54,Happy,28.11,Gallery 1,
4/25/2025 17:30:57,Neutral,0,Entrance,
4/25/2025 17:31:18,Angry,25.21,Gallery 2,
4/25/2025 17:31:19,Happy,27.24,Gallery 2,
4/25/2025 17:31:34,Angry,27.25,Gallery 2,
4/25/2025 17:31:38,Happy,29.82,Gallery 3,
4/25/2025 17:31:47,Sad,31.18,Gallery 3,
4/25/2025 17:31:48,Happy,35.8,Gallery 3,
4/25/2025 17:47:24,Neutral,21.73,Entrance,
4/25/2025 17:47:31,Neutral,24.27,Entrance,
4/25/2025 17:47:38,Sad,28.62,Entrance,
4/25/2025 17:47:39,Fear,27.98,Entrance,
4/25/2025 17:47:49,Sad,27.79,Entrance,
4/25/2025 17:47:52,Neutral,52.69,Entrance,
4/26/2025 18:59:51,Sad,30,Entrance,
4/27/2025 7:37:17,Neutral,0,Entrance,
4/27/2025 7:37:18,Sad,29.96,Entrance,
4/27/2025 12:05:44,Neutral,0,Entrance,
4/27/2025 12:05:46,Sad,30,Entrance,
4/29/2025 15:00:41,Neutral,0,Entrance,
4/29/2025 20:58:24,Neutral,0,Entrance,
4/29/2025 20:58:24,Fear,98.19,Entrance,
4/29/2025 20:58:32,Surprise,47.85,Entrance,
4/29/2025 20:58:36,Fear,40.53,Entrance,
4/29/2025 20:58:40,Disgust,70.8,Entrance,
4/29/2025 20:58:45,Fear,74.95,Entrance,
4/29/2025 20:58:54,Disgust,54.15,Entrance,
4/29/2025 20:58:57,Fear,73.97,Gallery 1,
4/29/2025 20:58:59,Disgust,48.75,Gallery 1,
4/29/2025 20:59:06,Neutral,65.92,Entrance,
4/29/2025 20:59:06,Fear,65.92,Entrance,
4/29/2025 20:59:09,Disgust,48.71,Entrance,
4/29/2025 20:59:11,Fear,53.37,Entrance,
4/29/2025 20:59:17,Disgust,80.76,Entrance,
4/29/2025 20:59:26,Fear,50.54,Entrance,
4/29/2025 20:59:32,Disgust,99.02,Entrance,
4/29/2025 20:59:39,Fear,74.76,Entrance,
